"GeneID","N2.Mean_N","WDR5.Mean_N","Fold.Change_Log2","P.Value.Ad","Chrom.No","start","end","strand"
3170,3635.200424,3283.841817,-0.146650274,0.820422215,"I",6724918,6728331,"plus"
3171,6577.294749,7585.453588,0.205741129,0.679032021,"X",7774805,7776631,"minus"
3172,67614.67655,68017.18768,0.008562922,1,"I",9441002,9450724,"minus"
3173,109.8321435,386.666204,1.815788338,0.026443447,"V",9907608,9915063,"minus"
3174,39.97475564,129.4385944,1.695106727,0.047728423,"X",8465777,8470203,"minus"
3175,2432.89142,4325.778144,0.830287742,0.022771696,"III",3131566,3139213,"minus"
3176,21.09718927,66.62521106,1.659017394,0.311655278,"III",7190128,7192930,"minus"
3177,14518.54845,14036.59733,-0.048703973,0.843391174,"II",10236876,10239637,"minus"
3178,90.95311536,593.066774,2.704999589,7.02e-09,"IV",7983850,7987171,"minus"
3179,25.07426993,166.4269323,2.730609318,0.003720414,"X",4271141,4274166,"minus"
3180,181.0052568,111.6660506,-0.696840961,0.936559281,"X",12430542,12431201,"plus"
3181,149.5309272,75.98322663,-0.976691022,0.843804866,"III",6884449,6884973,"plus"
3182,770.8211019,1563.08559,1.019928806,0.155529905,"I",9095950,9100820,"plus"
3183,20602.7564,21147.10041,0.037622495,1,"I",8294872,8296976,"plus"
3184,4344.327632,5380.879865,0.308709188,0.725323436,"I",6564747,6565869,"minus"
3185,13379.23109,11878.25466,-0.171672338,0.869175212,"X",7479201,7480965,"plus"
3186,13696.72151,11441.37717,-0.259569891,0.758610087,"I",3005429,3013450,"minus"
3196,57910.51694,60177.98436,0.05541041,0.985610345,"II",9358472,9369040,"plus"
3209,35376.95564,31558.22331,-0.164793917,0.918972556,"I",9132531,9135742,"plus"
3210,83905.28062,67511.06496,-0.313637633,0.686359475,"III",4786043,4792358,"plus"
3214,38726.60908,46149.0102,0.252974522,0.731427353,"III",6440093,6442948,"minus"
3218,136003.1159,140734.1448,0.049332692,1,"IV",11524620,11527934,"plus"
3219,4184.465448,4066.456664,-0.041271096,1,"X",11857426,11862302,"plus"
3220,11095.94548,9180.197081,-0.273435573,0.783229312,"II",14383900,14388414,"plus"
3221,27917.62026,20460.59925,-0.44832757,0.40971375,"I",4996840,5002351,"plus"
3222,37060.80544,29481.00264,-0.330108645,0.715535641,"V",13433040,13437533,"minus"
3224,29580.70003,22898.69421,-0.369390863,0.566536653,"IV",8511271,8514709,"plus"
3225,13648.99369,12228.60935,-0.15853424,1,"III",10334173,10335087,"plus"
3228,16687.97944,17531.51069,0.071141032,1,"II",11968573,11972285,"plus"
3229,33721.85455,26909.1298,-0.325588143,0.852466715,"I",127297,134271,"plus"
3230,41224.74073,47041.42021,0.190421197,1,"IV",13353692,13356087,"plus"
3231,26504.28579,26002.27042,-0.027588065,1,"II",9524113,9526307,"plus"
3232,140.407158,444.8705745,1.66376919,0.018329964,"X",9968571,9974344,"minus"
3233,659.5074092,417.9646689,-0.658007873,0.531578706,"I",10382849,10391386,"minus"
3234,3522.819577,3941.562006,0.162036882,0.85448561,"III",11847802,11849934,"plus"
3235,5334.339457,4875.582816,-0.12973495,0.832083322,"V",11976755,11978238,"minus"
3237,166.7923591,129.5961894,-0.364029901,0.84386111,"IV",6335220,6336036,"minus"
3238,17495.556,13137.06723,-0.413345275,0.476935937,"I",948569,957376,"minus"
3239,29397.85284,24773.7494,-0.246898557,0.726363707,"X",11548542,11550634,"plus"
3241,26408.45069,23517.42858,-0.167269342,0.859191817,"II",8182269,8184971,"minus"
3242,143882.2261,140270.4778,-0.036676983,1,"V",7827213,7842365,"plus"
3243,53041.924,51241.21188,-0.049828511,1,"III",8279037,8305761,"plus"
3245,13596.76191,11615.76221,-0.227179288,0.720398975,"X",4796059,4800098,"minus"
3246,26222.5235,22836.84397,-0.199443243,0.952685954,"II",13741673,13749911,"plus"
3247,53767.49429,45837.23939,-0.230214081,0.860550516,"X",10421595,10428590,"minus"
3248,1126.776902,1523.568911,0.43525286,0.406146404,"V",11446634,11449228,"plus"
3253,22397.06535,19284.6933,-0.215853509,0.750754431,"III",8763210,8767611,"minus"
3254,8029.529144,7731.14341,-0.05463359,0.888369859,"X",5945786,5948834,"minus"
3258,10958.93574,10648.9408,-0.04139776,0.995448587,"I",3233393,3255567,"plus"
3367,76385.39696,71390.94604,-0.097555736,0.941192643,"II",10824236,10841763,"plus"
3368,4764.360079,4864.51543,0.030013648,0.904602888,"X",10027798,10030229,"plus"
3369,17026.65473,25739.75761,0.596203455,0.265452442,"X",17459086,17460705,"plus"
3370,14657.82088,19537.18807,0.4145522,0.374939159,"X",17455519,17456520,"minus"
3371,16361.86041,24159.4242,0.562249273,0.233618359,"III",5564985,5567344,"plus"
3372,59673.92643,61190.34491,0.036203325,0.846941722,"III",3392002,3393783,"minus"
3373,10623.92118,10484.8468,-0.019010566,1,"III",13509197,13514470,"minus"
3374,4340.699754,6003.444604,0.46786288,0.277272666,"V",5056364,5064788,"minus"
3375,10941.75839,14905.03474,0.445955134,0.590434265,"III",5971478,5973615,"minus"
3376,248.4017073,318.7949996,0.359953911,0.843804866,"III",7460276,7461866,"plus"
3377,8385.536537,6849.530401,-0.291898014,0.779042509,"X",4758774,4761582,"minus"
3378,30334.22783,32246.58294,0.088199704,0.885529948,"III",7370066,7374660,"minus"
3380,3894.945981,2900.876853,-0.425114268,0.407102082,"X",7422628,7424836,"minus"
3384,4569.904879,3113.34266,-0.553699765,0.267181725,"X",10136068,10138560,"minus"
3385,1981.853653,2243.496148,0.178898274,0.944856872,"V",6502367,6504166,"minus"
3386,168.5037715,317.3567969,0.913324859,0.170394485,"V",8909703,8914013,"minus"
3387,969.7756617,1125.090677,0.214318328,1,"I",3035240,3047796,"minus"
3388,2803.229834,4570.242212,0.705180593,0.058940236,"II",13160345,13165663,"minus"
3389,38831.75221,38062.82921,-0.028854007,0.919610246,"III",9951968,9956127,"minus"
3392,22043.78911,21740.89504,-0.019960895,1,"II",14552430,14561521,"minus"
3393,33797.30166,29576.15145,-0.192473732,0.649519365,"II",5399522,5405988,"plus"
3394,5610.777173,5082.568117,-0.142642973,0.898658622,"X",6293091,6298161,"plus"
3395,20773.99555,19019.91731,-0.127267749,0.908294842,"V",8355968,8358168,"plus"
3396,23873.85183,20311.19231,-0.23315642,0.749576597,"I",9895683,9900810,"minus"
3397,40097.1907,31676.82712,-0.340073325,0.444187207,"I",9965578,9969403,"plus"
3400,7913.044561,10807.26848,0.449697143,0.265012373,"I",1305577,1328447,"plus"
3401,15047.84185,12084.62551,-0.316383825,0.778876147,"III",4216737,4228067,"minus"
3402,149.2009076,460.6315879,1.626357036,0.022147657,"II",5104109,5108892,"plus"
3403,8.719845917,13.48135858,0.628591344,1,"II",6291750,6294120,"minus"
3404,2663.176044,3883.066464,0.544048603,0.42037481,"II",10738927,10775002,"minus"
3405,9988.498706,8342.616533,-0.25976792,0.799687887,"V",10733909,10736824,"minus"
3406,67701.45796,63099.39469,-0.101560737,0.942985937,"III",12871037,12874554,"minus"
3407,30438.94499,33187.60111,0.124725995,1,"X",576319,587483,"minus"
3408,2913.153348,2198.108132,-0.406319288,0.457298981,"X",563721,572702,"minus"
3409,2051.050547,1320.17028,-0.635639022,0.413264757,"X",15929884,15939254,"minus"
3410,13141.64831,15319.96032,0.221266322,1,"X",9884220,9889646,"plus"
3411,66812.66287,56042.9961,-0.253587474,0.56417559,"X",14938182,14946249,"minus"
3412,2932.011404,3207.85381,0.129717681,1,"X",4177816,4186423,"minus"
3413,6813.983801,7061.412919,0.051458364,1,"V",19674813,19693014,"plus"
3414,2245.14993,2973.579239,0.40538873,0.851193992,"III",12283107,12303115,"minus"
3415,22617.62136,18214.14049,-0.312388296,0.488177746,"IV",11631917,11635464,"minus"
3417,3406.554429,3619.277915,0.087388635,1,"III",11746942,11750072,"plus"
3418,7696.345497,7401.265302,-0.056401633,0.911041885,"I",3694302,3697554,"minus"
3420,110.9496656,72.79608118,-0.607972626,0.686931208,"II",7078108,7078525,"plus"
3421,2757.412304,2870.33593,0.057904589,1,"IV",13155204,13164028,"plus"
3422,8725.100003,8529.045119,-0.032787435,0.996717579,"I",3449329,3462173,"plus"
3423,5829.940337,6458.210149,0.147653268,1,"III",3964624,3976378,"minus"
3424,18.81124353,10.19432692,-0.883828698,1,"II",4785856,4786310,"minus"
3426,81.61919926,14.23094283,-2.51987731,0.604895733,"IV",5260546,5261002,"plus"
3431,118.1938565,21.94745647,-2.429029391,0.466898224,"II",4892264,4892723,"minus"
3435,108.0476175,98.09574842,-0.139404745,0.909637595,"II",4825375,4825840,"plus"
3442,23.40708264,2.368606767,-3.304834525,0.8178821,"II",5194321,5194781,"plus"
3443,46.05777216,1.596012412,-4.850900852,0.395602874,"II",5199752,5200211,"plus"
3444,55.04780491,15.72391317,-1.807724734,0.818926339,"IV",5294914,5295367,"minus"
3446,232.5120812,42.01245163,-2.468416799,0.309175824,"IV",5064633,5065145,"minus"
3448,172.1922454,22.2995145,-2.948935968,0.236399601,"IV",5055585,5056041,"minus"
3449,16.99460854,7.391460285,-1.201145809,1,"IV",9841423,9841931,"plus"
3450,214.7675535,56.3116833,-1.931269869,0.453709171,"IV",5062535,5062989,"plus"
3452,78.1000206,11.6392629,-2.746323232,0.555470502,"IV",5312682,5313138,"minus"
3463,91.11686437,57.18453038,-0.67209318,0.989093221,"IV",9688965,9689419,"plus"
3464,10.33070916,2.275913141,-2.182421888,1,"IV",9894575,9895012,"plus"
3465,49.03698143,37.38121284,-0.391556795,1,"IV",9770010,9770436,"plus"
3466,59.20870251,33.44811514,-0.823884324,1,"IV",9766725,9767167,"minus"
3467,27.32602268,4.95225146,-2.464119013,0.957490453,"IV",9835977,9836431,"minus"
3468,24.03608645,6.262623889,-1.940362873,0.995535577,"IV",5297919,5298375,"plus"
3469,63.62566186,1.462843533,-5.442761388,0.262868732,"II",5797873,5798319,"plus"
3470,84.02394545,15.23835347,-2.463093506,0.602545364,"II",4932987,4933443,"plus"
3471,91.28380664,103.4842402,0.180980213,0.883706818,"I",15001843,15005600,"plus"
3472,28812.85914,26094.48568,-0.142967861,0.800494429,"I",5795407,5801302,"minus"
3473,91.05091488,89.45734254,-0.025473612,1,"V",6691352,6691846,"minus"
3474,16.90947235,4.150924972,-2.026326881,0.925832001,"V",14018257,14018628,"minus"
3475,6591.108584,5859.143429,-0.169831371,0.821550952,"I",5134742,5137977,"plus"
3476,115344.279,104314.26,-0.145010057,0.79325019,"III",3789964,3800447,"minus"
3477,18816.0044,14787.1067,-0.347620506,0.467299678,"X",5234637,5243462,"minus"
3478,7754.338868,7741.080773,-0.00246878,1,"III",13346984,13356266,"plus"
3479,4976.958895,5044.044667,0.01931658,1,"V",3743563,3749420,"plus"
3480,1307.321807,2023.267949,0.63007308,0.280222014,"II",6618186,6622138,"plus"
3482,25056.55198,25392.19296,0.019197097,1,"III",10160599,10183440,"plus"
3485,825.8228622,1718.524908,1.057266498,0.009483678,"X",16262222,16265614,"minus"
3495,11532.54435,19366.51325,0.747853393,0.095668903,"X",6408427,6410322,"minus"
3497,14345.14161,18367.35596,0.356581751,0.699513833,"III",7479616,7489010,"minus"
3499,4699.346407,3562.15333,-0.399710501,0.630066358,"I",6356619,6358412,"minus"
3504,14227.04973,12609.38195,-0.174138957,0.853030455,"III",9538947,9542286,"minus"
3507,1600.867295,1696.888261,0.084037848,1,"V",5658691,5660690,"minus"
3508,38899.97802,34280.7808,-0.182369371,1,"I",10080141,10086280,"plus"
3509,7477.15975,7102.769828,-0.074108622,1,"V",11244821,11245910,"plus"
3510,8062.251371,8349.945868,0.05058408,0.858784888,"III",186944,188130,"minus"
3511,3402.133436,4893.613333,0.524460385,0.345924442,"X",13349571,13350737,"minus"
3514,1763.533037,4919.885347,1.480156093,0.216662954,"X",12467232,12475273,"plus"
3515,23639.92567,30571.79368,0.3709757,0.377743224,"V",12226797,12236667,"minus"
3516,42575.76248,52898.13901,0.313184601,0.394607986,"I",4229578,4236044,"plus"
3517,2418.995775,2675.913339,0.145623144,1,"X",14895076,14898372,"plus"
3518,5242.904211,4936.172354,-0.086973419,0.906647476,"III",9038703,9043166,"minus"
3519,245.4622396,439.649373,0.840852305,0.135028641,"III",10152704,10157829,"plus"
3520,217.7620288,238.8882862,0.1335837,1,"III",13405899,13409185,"plus"
3522,51.2825115,115.1713941,1.167243606,0.229306283,"V",9478140,9479580,"plus"
3523,137.4206686,200.201492,0.542853719,0.523715093,"III",6411527,6414940,"minus"
3524,35.6028693,54.45781077,0.613145471,0.932449279,"I",9886191,9888207,"plus"
3525,154.3518986,478.5958059,1.632584525,0.051429705,"IV",17486946,17490461,"minus"
3526,1068.742265,1634.249796,0.612714538,0.151398945,"II",7400501,7402664,"minus"
3527,43.2313283,225.6891498,2.384187992,0.000815351,"IV",7114936,7119902,"plus"
3528,6.261844485,10.99565341,0.812273753,0.786620698,"V",4836014,4839996,"minus"
3529,1.902424361,15.64340507,3.039643576,0.466722876,"X",10960916,10964659,"minus"
3530,13.22382836,52.25848706,1.982525454,0.204510356,"X",6713538,6716355,"plus"
3531,103.5524187,420.1694612,2.020610057,0.011620614,"IV",10224032,10226293,"plus"
3532,81.76836478,289.9775286,1.82632641,0.361840483,"X",15425205,15428021,"minus"
3533,280.2099439,1010.084822,1.84989639,0.065439896,"IV",13170520,13173670,"plus"
3534,389.4687026,766.0458729,0.975923388,0.223317925,"X",777718,780513,"plus"
3537,10.62144085,8.184751537,-0.375968961,1,"V",11395793,11397863,"plus"
3538,37.56965696,67.27020282,0.840399665,0.532647604,"V",11401177,11403092,"minus"
3542,25.77400503,35.62822492,0.467103871,0.956391878,"II",7491426,7493598,"minus"
3545,31.06421693,44.98415891,0.534163361,0.841615028,"II",1176079,1179330,"minus"
3546,1039.640991,830.5134169,-0.324010043,0.900548027,"III",6180914,6183166,"minus"
3547,302.9131797,340.7417607,0.169774421,1,"II",5138512,5142027,"minus"
3548,88.49028033,396.8413631,2.164971502,0.169037644,"I",942415,947679,"plus"
3549,4.326232803,29.316172,2.760513527,0.10009573,"V",10918842,10921817,"minus"
3550,35.12661003,56.2970075,0.680493884,0.782509421,"V",894912,899152,"minus"
3551,9.591387813,11.60634675,0.275102452,1,"X",6451774,6455142,"minus"
3552,261.9985503,295.0058139,0.171184558,1,"I",7527303,7531696,"plus"
3553,19.79647245,37.86196906,0.935506064,0.733016642,"X",9944790,9949002,"minus"
3554,127.606489,306.7252343,1.265245167,0.393174568,"X",558142,563658,"plus"
3555,3917.264129,2550.055432,-0.6193178,0.49298148,"X",16457319,16471867,"plus"
3558,334.930757,678.5554155,1.018603775,0.133706175,"III",4965624,4979693,"plus"
3559,17720.22022,15100.92425,-0.230759681,0.922599878,"III",7731322,7738006,"plus"
3561,2817.070614,2115.79201,-0.412997915,0.68601242,"X",4472217,4480091,"minus"
3562,61.79950501,33.81735164,-0.869831601,0.958346347,"III",8258274,8265725,"plus"
3563,73.2987313,154.4686708,1.075454129,0.216056014,"X",960562,963199,"minus"
3564,20389.13964,26314.8134,0.368074265,0.346897758,"I",10033269,10034813,"minus"
3565,81.58056689,354.1683223,2.118137742,0.000141631,"X",1054211,1056686,"plus"
3566,5143.608581,3137.663945,-0.713090018,0.312207647,"V",20103333,20120644,"minus"
3567,11232.41495,15474.42393,0.462217565,0.184794801,"V",5303671,5311230,"plus"
3568,27530.71325,17399.46709,-0.661998867,0.358122745,"IV",10716636,10721735,"plus"
3569,96.14043518,237.6718498,1.3057558,0.134289515,"I",9808895,9813066,"plus"
3570,19.76905174,41.05304162,1.054245444,0.607444634,"V",10486450,10490025,"minus"
3571,33.5565876,27.98047625,-0.262175496,1,"III",9710165,9713844,"minus"
3572,72.61913677,211.05672,1.539209079,0.095113971,"III",9715799,9720207,"minus"
3573,25.63443169,46.36017417,0.854803073,0.729523345,"V",4983735,4987183,"minus"
3574,14.2614831,28.59564028,1.003671189,0.824838663,"V",4991490,4995049,"minus"
3575,18.91657209,9.463602489,-0.999189298,1,"V",7930455,7933078,"minus"
3576,38974.2092,32654.30099,-0.255246725,0.651433509,"IV",10086114,10088455,"plus"
3577,3550.1672,2806.046185,-0.339348217,0.645189699,"III",4462799,4467346,"minus"
3578,1801.069425,2525.731557,0.48784752,0.389037846,"I",12679201,12681805,"plus"
3579,427.9311412,2109.359245,2.301354246,2.74e-10,"V",2662963,2665001,"minus"
3580,2534.354882,2468.321357,-0.038088322,1,"II",4953574,4954499,"plus"
3581,3703.035534,3955.265575,0.095066173,0.98257006,"I",13792626,13794142,"minus"
3582,22669.41786,21054.53865,-0.10661608,1,"IV",13513345,13521848,"minus"
3583,16619.74197,15271.41363,-0.122064369,1,"II",5387402,5389984,"minus"
3584,3275.141341,3237.569043,-0.016646209,0.986729658,"I",4239088,4242730,"minus"
3585,457.6136708,681.7760727,0.575167816,0.821347642,"I",13503034,13507043,"plus"
3586,4599.080305,5240.554178,0.188373993,0.910367669,"IV",11009957,11012001,"minus"
3587,59974.98115,52739.60849,-0.185473938,1,"I",10373361,10374291,"minus"
3588,10216.90882,12661.76445,0.309519695,0.513005046,"III",5225582,5226770,"plus"
3589,13577.86796,13794.39125,0.022824831,1,"III",10325542,10330328,"minus"
3590,280.6660007,841.9303809,1.584846633,0.000253262,"III",4442053,4444211,"plus"
3591,78.52979691,262.0211456,1.738371174,0.20383262,"V",4855311,4857246,"plus"
3592,32072.63796,29344.39263,-0.128258172,0.851490212,"II",7538146,7542957,"plus"
3593,9908.948804,10994.5448,0.149983953,0.830586463,"III",6159790,6164521,"plus"
3594,8940.006254,7674.367975,-0.220227899,0.667060084,"III",11923784,11929329,"plus"
3595,11062.49651,9036.792009,-0.291794377,0.813018095,"IV",2626130,2628228,"minus"
3596,49200.65102,44587.22274,-0.142047066,0.782509421,"I",8394722,8398622,"plus"
3597,3173.295845,4044.664008,0.350037833,0.436200615,"III",9147312,9153812,"minus"
3598,37554.06437,35939.8925,-0.063382962,0.944668909,"III",4894611,4899049,"minus"
3599,10392.3833,9970.980698,-0.059719234,0.927621123,"II",595203,602127,"minus"
3600,14343.4198,12486.02639,-0.200074617,1,"X",17518370,17528120,"plus"
3601,45904.5616,43270.92149,-0.085239679,1,"I",5818482,5821111,"minus"
3602,9295.123974,12946.37812,0.478002533,0.391625076,"X",14558432,14561357,"plus"
3603,7381.202265,5855.652742,-0.334025825,0.785902212,"IV",9879308,9882122,"plus"
3604,1339.448444,1372.710699,0.035388555,1,"IV",15400301,15407919,"plus"
3605,192.5534334,613.9520089,1.67286704,0.040900914,"III",3573572,3578759,"plus"
3606,710.6453415,618.5292126,-0.200288006,1,"IV",11266270,11268835,"minus"
3607,2974.908623,4774.750483,0.682579988,0.116431902,"IV",7710977,7714670,"plus"
3609,12344.87683,9152.957455,-0.431602562,0.382059822,"III",7112237,7115378,"minus"
3610,3011.721149,5426.649978,0.849473658,0.194913304,"IV",9069995,9073592,"plus"
3611,3638.760639,4217.792511,0.213040973,1,"V",10082116,10084018,"minus"
3612,3684.634642,2824.32905,-0.383613393,0.646462441,"V",2192496,2196825,"plus"
3613,4526.2514,4785.21959,0.080268412,0.821288251,"X",8473670,8476123,"minus"
3614,3112.699964,2842.849154,-0.130828972,0.913563421,"V",320358,323645,"plus"
3616,9291.97714,6594.195148,-0.494789022,0.378204726,"X",12663724,12667782,"minus"
3617,758.0173649,895.2088236,0.239993358,0.731970366,"V",2227202,2228988,"plus"
3618,1913.44672,1860.601928,-0.040404302,1,"II",9598066,9605466,"minus"
3619,9142.322577,8968.080422,-0.027761508,1,"III",4230407,4233192,"minus"
3620,3500.232242,3740.771098,0.09588504,0.903516188,"II",7339188,7349433,"plus"
3621,8687.178527,7445.741372,-0.222472181,0.645874815,"II",6446113,6449775,"minus"
3622,14469.5447,14020.07793,-0.045525157,1,"I",7214743,7221804,"plus"
3623,35789.88066,31938.87075,-0.164238428,0.924388174,"X",13008424,13013893,"plus"
3624,8102.877655,6697.058507,-0.274906786,1,"X",16354904,16359582,"plus"
3625,5457.201486,8968.493399,0.716704339,0.081790012,"IV",8022657,8029500,"minus"
3626,7747.673715,6152.259424,-0.332646858,0.479962444,"X",13251895,13256152,"plus"
3627,15141.19232,11779.80767,-0.362162833,0.791501876,"IV",9664345,9675655,"minus"
3628,11039.26821,9780.613706,-0.174647641,0.980105289,"X",4532663,4537506,"plus"
3629,9.39921241,20.20326659,1.103976797,0.800494429,"IV",9710185,9712402,"plus"
